qu;sacc;qsta;qend;leng;gapop;pid;nid;bitscore;score;taxid;species;genus;family;phylum;kingdom;superkingdom
OTU_69_ADM330_Klin0785_CR;JQ617816;1;424;424;0;99.53;422;773;418;152509;uncultured Bacteroidetes bacterium;undef;undef;Bacteroidetes;undef;Bacteria
OTU_70_ADM330_Klin0785_CR;JN713316;1;429;429;0;100.00;429;793;429;1151493;Phascolarctobacterium sp. canine oral taxon 149;Phascolarctobacterium;Acidaminococcaceae;Firmicutes;undef;Bacteria
OTU_71_ADM330_Klin0785_CR;JN559722;1;424;424;0;100.00;424;784;424;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_72_ADM330_Klin0785_CR;KC245340;1;429;429;0;99.77;428;787;426;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_73_ADM330_Klin0785_CR;HQ716714;1;428;428;0;97.20;416;725;392;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_74_ADM330_Klin0785_CR;EU772812;1;407;407;0;100.00;407;752;407;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_75_ADM330_Klin0785_CR;JN559684;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_76_ADM330_Klin0785_CR;KC699082;1;429;429;0;100.00;429;793;429;1363;Lactococcus garvieae;Lactococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_77_ADM330_Klin0785_CR;JX009194;1;429;429;0;99.07;425;771;417;390517;uncultured Providencia sp.;Providencia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_78_ADM330_Klin0785_CR;HQ791729;1;406;406;0;100.00;406;750;406;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_79_ADM330_Klin0785_CR;KF264571;1;429;429;0;100.00;429;793;429;1365916;Pseudomonas sp. NL5;Pseudomonas;Pseudomonadaceae;Proteobacteria;undef;Bacteria
OTU_80_ADM330_Klin0785_CR;EU458545;1;405;405;1;99.26;402;730;395;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_81_ADM330_Klin0785_CR;JX515475;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_82_ADM330_Klin0785_CR;JQ190977;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_83_ADM330_Klin0785_CR;FN436124;1;403;403;0;98.51;397;712;385;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_84_ADM330_Klin0785_CR;HQ780923;1;424;424;0;99.53;422;773;418;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_85_ADM330_Klin0785_CR;KC290787;1;406;406;0;99.75;405;745;403;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_86_ADM330_Klin0785_CR;AF371923;1;423;423;0;96.45;408;699;378;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_87_ADM330_Klin0785_CR;AB750594;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_88_ADM330_Klin0785_CR;AB542765;1;424;425;1;99.06;421;761;412;392838;Bacteroides propionicifaciens;Bacteroides;Bacteroidaceae;Bacteroidetes;undef;Bacteria
OTU_89_ADM330_Klin0785_CR;FJ978488;1;428;428;0;99.53;426;780;422;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_90_ADM330_Klin0785_CR;EU843963;1;407;407;0;98.03;399;708;383;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_91_ADM330_Klin0785_CR;HQ796312;1;404;404;0;100.00;404;747;404;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_92_ADM330_Klin0785_CR;KC245441;1;426;429;2;94.87;407;667;361;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_93_ADM330_Klin0785_CR;JQ185408;1;407;407;0;100.00;407;752;407;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_94_ADM330_Klin0785_CR;EU462644;1;405;411;10;87.59;360;466;252;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_95_ADM330_Klin0785_CR;EU463014;1;404;404;0;99.01;400;725;392;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_96_ADM330_Klin0785_CR;EU462774;1;403;407;6;92.87;378;586;317;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_97_ADM330_Klin0785_CR;EF025290;1;405;405;0;99.75;404;743;402;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_98_ADM330_Klin0785_CR;EU771898;1;425;425;0;100.00;425;785;425;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_99_ADM330_Klin0785_CR;X88922;1;421;421;0;100.00;421;778;421;44010;Mycobacterium conspicuum;Mycobacterium;Mycobacteriaceae;Actinobacteria;undef;Bacteria
OTU_100_ADM330_Klin0785_CR;DQ860043;1;429;429;0;99.53;427;782;423;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_101_ADM330_Klin0785_CR;JQ013485;1;430;430;0;99.77;429;789;427;483031;uncultured Xylella sp.;Xylella;Xanthomonadaceae;Proteobacteria;undef;Bacteria
OTU_102_ADM330_Klin0785_CR;HQ775263;1;406;406;0;99.51;404;739;400;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_103_ADM330_Klin0785_CR;HQ758897;1;429;429;0;96.50;414;710;384;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_104_ADM330_Klin0785_CR;FJ511540;1;424;425;3;97.41;414;721;390;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_105_ADM330_Klin0785_CR;JF108364;1;423;423;0;99.76;422;778;421;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_106_ADM330_Klin0785_CR;EU777711;1;404;404;0;98.76;399;719;389;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_107_ADM330_Klin0785_CR;EU772972;1;403;403;0;95.04;383;634;343;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_108_ADM330_Klin0785_CR;HM447770;1;404;404;0;100.00;404;747;404;158754;uncultured Sphingomonas sp.;Sphingomonas;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_109_ADM330_Klin0785_CR;KC776773;1;429;429;0;99.53;427;782;423;29484;Yersinia frederiksenii;Yersinia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_110_ADM330_Klin0785_CR;JX462531;1;405;406;1;96.31;391;665;360;344338;uncultured Firmicutes bacterium;undef;undef;Firmicutes;undef;Bacteria
OTU_111_ADM330_Klin0785_CR;AB640687;1;404;404;0;96.29;389;664;359;84025;Clostridium haemolyticum;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_112_ADM330_Klin0785_CR;GQ867460;1;426;426;0;96.24;410;699;378;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_113_ADM330_Klin0785_CR;AB595944;1;414;414;0;100.00;414;765;414;99807;Corynebacterium auriscanis;Corynebacterium;Corynebacteriaceae;Actinobacteria;undef;Bacteria
OTU_114_ADM330_Klin0785_CR;EU461370;1;424;425;3;94.35;401;649;351;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_115_ADM330_Klin0785_CR;HF562962;1;429;429;0;100.00;429;793;429;1366;Lactococcus raffinolactis;Lactococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_116_ADM330_Klin0785_CR;DQ824617;1;424;424;0;94.58;401;656;355;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_117_ADM330_Klin0785_CR;HM630181;1;406;406;0;97.29;395;689;373;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_118_ADM330_Klin0785_CR;HQ806167;1;407;407;0;100.00;407;752;407;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_119_ADM330_Klin0785_CR;DQ337543;1;403;403;0;100.00;403;745;403;366388;swine effluent bacterium CHNDP11;undef;undef;undef;undef;Bacteria
OTU_120_ADM330_Klin0785_CR;EU462644;1;405;405;0;99.75;404;743;402;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_121_ADM330_Klin0785_CR;KC245454;1;429;429;0;100.00;429;793;429;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_122_ADM330_Klin0785_CR;DQ339608;1;429;429;0;100.00;429;793;429;366254;Sporosarcina sp. Enf36;Sporosarcina;Planococcaceae;Firmicutes;undef;Bacteria
OTU_123_ADM330_Klin0785_CR;DQ777901;1;404;405;2;98.77;400;719;389;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_124_ADM330_Klin0785_CR;EU772972;1;403;403;0;99.01;399;723;391;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_125_ADM330_Klin0785_CR;NR_026151;1;407;407;0;98.28;400;713;386;36835;Clostridium colinum;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_126_ADM330_Klin0785_CR;KF424293;1;429;429;0;100.00;429;793;429;1366325;Massilia sp. OS123;Massilia;Oxalobacteraceae;Proteobacteria;undef;Bacteria
OTU_127_ADM330_Klin0785_CR;JF747990;1;408;408;0;100.00;408;754;408;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_128_ADM330_Klin0785_CR;JX096007;1;429;429;0;100.00;429;793;429;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_129_ADM330_Klin0785_CR;FR682671;1;420;420;0;100.00;420;776;420;875228;Arthrobacter sp. R-36707;Arthrobacter;Micrococcaceae;Actinobacteria;undef;Bacteria
OTU_130_ADM330_Klin0785_CR;JX221968;1;424;424;1;88.68;376;516;279;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_131_ADM330_Klin0785_CR;HM277642;1;410;410;0;100.00;410;758;410;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_132_ADM330_Klin0785_CR;EU773363;1;408;408;0;99.51;406;743;402;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_133_ADM330_Klin0785_CR;HM630160;1;406;407;1;98.77;402;723;391;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_134_ADM330_Klin0785_CR;DQ008735;1;406;406;0;100.00;406;750;406;85245;Pleea tenuifolia;Pleea;Tofieldiaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_135_ADM330_Klin0785_CR;AB255081;1;407;407;0;98.28;400;713;386;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_136_ADM330_Klin0785_CR;EU460406;1;429;430;2;98.14;422;749;405;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_137_ADM330_Klin0785_CR;JN559479;1;404;405;1;95.06;385;636;344;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_138_ADM330_Klin0785_CR;DQ537528;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_139_ADM330_Klin0785_CR;AB678373;1;403;403;0;98.76;398;717;388;344338;uncultured Firmicutes bacterium;undef;undef;Firmicutes;undef;Bacteria
OTU_140_ADM330_Klin0785_CR;EU776229;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_141_ADM330_Klin0785_CR;EU777610;1;404;406;4;89.90;365;520;281;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_142_ADM330_Klin0785_CR;EU772981;1;404;404;0;94.31;381;619;335;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_143_ADM330_Klin0785_CR;HQ766581;1;404;405;2;95.06;385;636;344;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_144_ADM330_Klin0785_CR;AM500828;1;403;403;0;99.26;400;728;394;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_145_ADM330_Klin0785_CR;AB507484;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_146_ADM330_Klin0785_CR;HQ772587;1;424;424;0;100.00;424;784;424;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_147_ADM330_Klin0785_CR;HQ790135;1;424;424;0;99.76;423;778;421;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_148_ADM330_Klin0785_CR;AB239484;1;418;418;1;98.33;411;732;396;353160;rumen bacterium R-14;undef;undef;undef;undef;Bacteria
OTU_149_ADM330_Klin0785_CR;GU303095;1;403;404;1;97.52;394;689;373;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_150_ADM330_Klin0785_CR;HQ400188;1;404;405;2;98.02;397;702;380;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_151_ADM330_Klin0785_CR;FJ793790;1;409;409;0;100.00;409;756;409;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_152_ADM330_Klin0785_CR;JN559519;1;423;423;0;98.11;415;737;399;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_153_ADM330_Klin0785_CR;AB849124;1;405;405;2;97.28;394;686;371;394340;Asaccharobacter celatus;Asaccharobacter;Coriobacteriaceae;Actinobacteria;undef;Bacteria
OTU_154_ADM330_Klin0785_CR;GQ327840;1;403;403;0;97.52;393;689;373;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_155_ADM330_Klin0785_CR;JQ977466;1;409;409;0;99.76;408;750;406;1327127;Arthrobacter sp. Zs29;Arthrobacter;Micrococcaceae;Actinobacteria;undef;Bacteria
OTU_156_ADM330_Klin0785_CR;AM277966;1;406;406;0;99.75;405;745;403;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_157_ADM330_Klin0785_CR;JX218587;1;405;405;0;99.75;404;743;402;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_158_ADM330_Klin0785_CR;JF224042;1;421;421;0;99.76;420;773;418;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_159_ADM330_Klin0785_CR;GQ138450;1;428;428;0;91.82;393;597;323;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_160_ADM330_Klin0785_CR;DQ113689;1;406;407;1;98.03;399;706;382;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_161_ADM330_Klin0785_CR;EU460715;1;407;407;0;100.00;407;752;407;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_162_ADM330_Klin0785_CR;KC245448;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_163_ADM330_Klin0785_CR;JN713444;1;429;429;0;99.77;428;787;426;1151538;Streptococcus sp. canine oral taxon 279;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_164_ADM330_Klin0785_CR;EU458331;1;423;423;0;100.00;423;782;423;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_165_ADM330_Klin0785_CR;DQ978212;1;404;404;0;99.26;401;730;395;1513;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_166_ADM330_Klin0785_CR;EU773794;1;404;404;0;94.06;380;614;332;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_167_ADM330_Klin0785_CR;HQ399935;1;404;406;2;97.78;397;699;378;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_168_ADM330_Klin0785_CR;JF095662;1;409;409;0;99.51;407;745;403;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_169_ADM330_Klin0785_CR;HQ809979;1;403;403;0;98.51;397;712;385;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_170_ADM330_Klin0785_CR;KC843488;1;430;430;0;100.00;430;795;430;1353941;Acinetobacter sp. HITLi 7;Acinetobacter;Moraxellaceae;Proteobacteria;undef;Bacteria
OTU_171_ADM330_Klin0785_CR;DQ129391;1;404;404;0;98.02;396;702;380;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_172_ADM330_Klin0785_CR;EU777610;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_173_ADM330_Klin0785_CR;KC245463;1;404;404;0;99.50;402;736;398;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_174_ADM330_Klin0785_CR;EU772988;1;404;404;0;98.76;399;719;389;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_175_ADM330_Klin0785_CR;EU773960;1;404;404;0;97.03;392;680;368;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_176_ADM330_Klin0785_CR;GQ327840;1;403;406;6;96.80;393;673;364;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_177_ADM330_Klin0785_CR;FJ370582;1;405;405;0;99.01;401;726;393;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_178_ADM330_Klin0785_CR;JF202533;1;429;429;0;99.77;428;787;426;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_179_ADM330_Klin0785_CR;EU462644;1;404;407;5;86.00;350;431;233;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_180_ADM330_Klin0785_CR;HQ774556;1;429;429;0;100.00;429;793;429;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_181_ADM330_Klin0785_CR;CP003761;1;409;409;0;100.00;409;756;409;1136179;Rhodococcus erythropolis;Rhodococcus;Nocardiaceae;Actinobacteria;undef;Bacteria
OTU_181_ADM330_Klin0785_CR;CP003761;1;409;409;0;100.00;409;756;409;1136179;Rhodococcus erythropolis;Rhodococcus;Nocardiaceae;Actinobacteria;undef;Bacteria
OTU_181_ADM330_Klin0785_CR;CP003761;1;409;409;0;100.00;409;756;409;1136179;Rhodococcus erythropolis;Rhodococcus;Nocardiaceae;Actinobacteria;undef;Bacteria
OTU_181_ADM330_Klin0785_CR;CP003761;1;409;409;0;100.00;409;756;409;1136179;Rhodococcus erythropolis;Rhodococcus;Nocardiaceae;Actinobacteria;undef;Bacteria
OTU_182_ADM330_Klin0785_CR;EU772949;1;404;404;0;97.77;395;697;377;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_183_ADM330_Klin0785_CR;JX218351;7;426;425;7;89.18;379;523;283;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_184_ADM330_Klin0785_CR;HQ716230;1;429;429;0;100.00;429;793;429;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_185_ADM330_Klin0785_CR;EU772972;1;403;403;0;95.29;384;640;346;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_186_ADM330_Klin0785_CR;HF558392;1;429;429;0;100.00;429;793;429;150053;Yersinia enterocolitica;Yersinia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_187_ADM330_Klin0785_CR;CP006246;1;429;430;2;96.74;416;715;387;1340847;Streptococcus suis;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_187_ADM330_Klin0785_CR;CP006246;1;429;430;2;96.74;416;715;387;1340847;Streptococcus suis;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_187_ADM330_Klin0785_CR;CP006246;1;429;431;3;96.52;416;710;384;1340847;Streptococcus suis;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_187_ADM330_Klin0785_CR;CP006246;1;429;430;2;96.28;414;704;381;1340847;Streptococcus suis;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_188_ADM330_Klin0785_CR;HQ801831;1;404;404;0;99.75;403;741;401;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_189_ADM330_Klin0785_CR;EU462708;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_190_ADM330_Klin0785_CR;AB821162;1;409;409;0;99.51;407;745;403;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_191_ADM330_Klin0785_CR;KC245425;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_192_ADM330_Klin0785_CR;GQ327840;1;403;403;0;94.79;382;628;340;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_193_ADM330_Klin0785_CR;EU283580;1;406;409;6;84.11;344;390;211;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_194_ADM330_Klin0785_CR;AM697411;1;409;410;1;99.76;409;750;406;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_195_ADM330_Klin0785_CR;HM124319;1;407;407;0;97.30;396;691;374;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_196_ADM330_Klin0785_CR;AB588023;1;404;404;0;98.76;399;719;389;536633;Blautia glucerasea;Blautia;Lachnospiraceae;Firmicutes;undef;Bacteria
OTU_197_ADM330_Klin0785_CR;HM314667;1;407;407;0;98.28;400;713;386;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_198_ADM330_Klin0785_CR;EU773794;1;404;404;0;98.02;396;702;380;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_199_ADM330_Klin0785_CR;KC951912;1;429;429;0;96.50;414;710;384;24;Shewanella putrefaciens;Shewanella;Shewanellaceae;Proteobacteria;undef;Bacteria
OTU_200_ADM330_Klin0785_CR;HM327870;1;412;412;0;99.76;411;756;409;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_201_ADM330_Klin0785_CR;JF178059;1;404;404;0;100.00;404;747;404;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_202_ADM330_Klin0785_CR;HM050401;1;430;431;2;94.43;407;660;357;765421;Streptococcus sp. SDX-1;Streptococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_203_ADM330_Klin0785_CR;AB284945;1;429;429;0;92.77;398;621;336;413960;Lactobacillus sp. TS2;Lactobacillus;Lactobacillaceae;Firmicutes;undef;Bacteria
OTU_204_ADM330_Klin0785_CR;FJ368234;1;405;405;0;99.75;404;743;402;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_205_ADM330_Klin0785_CR;EU772972;1;403;403;0;94.79;382;628;340;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_206_ADM330_Klin0785_CR;GQ495399;1;406;406;0;99.51;404;739;400;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_207_ADM330_Klin0785_CR;EU458456;1;404;404;0;99.75;403;741;401;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_208_ADM330_Klin0785_CR;JQ711714;1;404;404;0;99.26;401;730;395;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_209_ADM330_Klin0785_CR;DQ318876;1;403;404;2;96.53;390;667;361;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_210_ADM330_Klin0785_CR;GQ327434;1;406;406;0;97.78;397;701;379;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_211_ADM330_Klin0785_CR;EU776556;1;403;404;2;94.31;381;617;334;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_212_ADM330_Klin0785_CR;HM238172;2;406;405;0;99.01;401;726;393;166587;uncultured Chloroflexi bacterium;undef;undef;Chloroflexi;undef;Bacteria
OTU_213_ADM330_Klin0785_CR;FJ156081;1;424;424;0;96.70;410;706;382;561061;Sphingobacterium sp. MOL-1;Sphingobacterium;Sphingobacteriaceae;Bacteroidetes;undef;Bacteria
OTU_214_ADM330_Klin0785_CR;FJ675223;1;429;429;0;91.38;392;588;318;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_215_ADM330_Klin0785_CR;HE974811;1;429;429;0;100.00;429;793;429;83428;uncultured Bacillus sp.;Bacillus;Bacillaceae;Firmicutes;undef;Bacteria
OTU_216_ADM330_Klin0785_CR;KF556686;1;429;429;0;100.00;429;793;429;1396851;Rheinheimera sp. IW-201;Rheinheimera;Chromatiaceae;Proteobacteria;undef;Bacteria
OTU_217_ADM330_Klin0785_CR;KC818617;1;404;405;2;95.31;386;640;346;1505;[Clostridium] sordellii;undef;Peptostreptococcaceae;Firmicutes;undef;Bacteria
OTU_218_ADM330_Klin0785_CR;JF719286;1;401;406;2;93.84;381;606;328;4682;Allium sativum;Allium;Amaryllidaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_219_ADM330_Klin0785_CR;JX095912;1;403;403;0;96.03;387;656;355;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_220_ADM330_Klin0785_CR;GQ358245;1;424;428;6;89.49;383;534;289;194843;uncultured Bacteroidales bacterium;undef;undef;Bacteroidetes;undef;Bacteria
OTU_221_ADM330_Klin0785_CR;JF165070;1;428;430;3;94.42;406;658;356;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_1_AmannCR_Hadz_1200;NR_033238;259;508;250;0;100.00;250;462;250;9986;Oryctolagus cuniculus;Oryctolagus;Leporidae;Chordata;Metazoa;Eukaryota
OTU_1_AmannCR_Hadz_1200;NR_033238;1;250;256;3;97.27;249;429;232;9986;Oryctolagus cuniculus;Oryctolagus;Leporidae;Chordata;Metazoa;Eukaryota
